Archaeology595,ARKY595,"Anthropology 201, Archaeology 555 and either Anthropology 350 or Archaeology 203, and admission to the Archaeology or Anthropology major."
Archaeology596,ARKY596,Admission to Archaeology BSc Honours program and consent of the Department.
Archaeology597,ARKY597, Consent of the Department.
Archaeology598,ARKY598,Admission to Archaeology BA Honours program and consent of the Department.
Archaeology601,ARKY601, Consent of the Department.
Archaeology603,ARKY603, Consent of the Department.
Archaeology613,ARKY613,Consent of the Department.
Archaeology615,ARKY615, Consent of the Department.
Archaeology617,ARKY617, Consent of the Department.
Archaeology619,ARKY619, Archaeology 555.
Archaeology621,ARKY621, Consent of the Department.
Archaeology625,ARKY625,
Archaeology627,ARKY627,
Archaeology631,ARKY631,Consent of the Department.
Archaeology633,ARKY633,Consent of the Department.
Archaeology635,ARKY635,Consent of the Department.
Archaeology637,ARKY637, Consent of the Department.
Archaeology639,ARKY639, Consent of the Department.
Archaeology701,ARKY701,
Archaeology703,ARKY703, Consent of the Department.
course_name,course_code,prerequisites
Architectural Studies201,ARST201,
Architectural Studies421,ARST421,Architectural Studies 201.
Architectural Studies423,ARST423,Admission to the Architectural Studies Minor or consent of the Faculty.
Architectural Studies444,ARST444,Architectural Studies 201.
Architectural Studies449,ARST449,Architectural Studies 431.
Architectural Studies451,ARST451,Architectural Studies 451 and 484 and admission to the Architectural Studies Minor.
Architectural Studies453,ARST453,Admission to the Architectural Studies Minor or consent of the Faculty.
Architectural Studies457,ARST457,Admission to the Architectural Studies Minor.
Architectural Studies484,ARST484,Architectural Studies 451 and 484 and admission to the Architectural Studies Minor.
course_name,course_code,prerequisites
Art231,ART231,
Art233,ART233,
Art235,ART235,
Art241,ART241,
Art243,ART243, Art 241.
Art251,ART251,
Art271,ART271,
Art301,ART301,
Art309,ART309,
Art311,ART311,
Art313,ART313,Art 235.
Art315,ART315,3 units in courses labelled Art.
Art317,ART317,3 units in courses labelled Art.
Art319,ART319,Art 235.
Art321,ART321,
Art323,ART323,Art 235.
Art327,ART327,15 units in courses labelled Art.
Art329,ART329,15 units in courses labelled Art.
Art331,ART331,Art 235.
Art332,ART332,Art 336.
Art334,ART334,Art 235. 
Art336,ART336,Art 235.
Art338,ART338, Art 235.
Art340,ART340,Art 235.
Art341,ART341, Art 241.
Art342,ART342,
Art343,ART343, Art 241.
Art344,ART344,
Art345,ART345, Art 241.
Art347,ART347, Art 345.
Art349,ART349,
Art350,ART350,Art 231 or 241.
Art351,ART351, Art 231 or 241.
Art353,ART353, Art 231 or 241
Art361,ART361,6 units in courses labelled Art at the 300 level.
Art363,ART363,Art 361.
Art365,ART365,
Art373,ART373,
Art377,ART377,
Art379,ART379,
Art381,ART381, Art 233.
Art383,ART383, Art 233.
Art397,ART397,12 units of Art at the 200 level or above.
Art399,ART399,
Art401,ART401,
Art405,ART405,Art 235 and 315.
Art411,ART411,
Art421,ART421,"15 units in Art at the 300 level including one of Art 313, 331, 319, 323 or 334."
Art431,ART431,"15 units in Art at the 300 level, including one of Art 313, 319, 323, 331, 334 or 336."
Art438,ART438,15 units of Art at the 300 level including Art 332 or 338.
Art445,ART445,"15 units of Art at the 300 level, including one of Art 341, 343, 345, 347 or 349."
Art451,ART451,Art 231 or 241.
Art455,ART455,15 units in 300 level Art and one of Art 351 or 353.
Art465,ART465,15 units in Art at the 300 level including Art History 333.
Art475,ART475,"15 units of Art at the 300 level, including one of Art 373, 377 or 379."
Art481,ART481, Art 233.
Art485,ART485,15 units in Art at the 300 level including one of Art 381 or 383. 
Art491,ART491,
Art499,ART499,Art 399 and admission to the BFA or BFA Honours in Visual Studies.
Art501,ART501,"15 units of Art at the 300 level including one of Art 323, 315, 317 or 321."
Art503,ART503,Art 251.
Art509,ART509,"Art 231, 233, one of 342 or 344 and 12 units in courses labelled Art at the 300 level or above."
Art513,ART513, Consent of the Department.
Art560,ART560, Art 461 and admission to the BFA Honours Visual Studies Program.
Art561,ART561,Consent of the Department.
Art563,ART563, Art 561.
Art565,ART565,Art 465.
Art595,ART595,Admission to Honours in Visual Studies and consent of the Department.
Art599,ART599,3 units in courses labelled Art at the 400 level and admission to the BFA or BFA Honours in Visual Studies.
Art601,ART601,"Admission to a graduate program in the Department of Art.
  "
Art603,ART603,Art 601.
Art605,ART605,Admission to a graduate program in the Department of Art.
Art609,ART609,Consent of the Department  of Art.
Art611,ART611,"Admission to a graduate program in the Department of Art.
  "
Art661,ART661,"For Art 661.01: Admission to a graduate program in the Department of Art. For Art 661.02, the prerequisite is Art 661.01.
   "
Art691,ART691,"Admission to a graduate program in the Department of Art.
  "
Art761,ART761,"Admission to a graduate program in the Department of Art.
  "
course_name,course_code,prerequisites
Art History201,ARHI201,
Art History203,ARHI203,
Art History211,ARHI211,
Art History305,ARHI305,
Art History311,ARHI311,
Art History319,ARHI319,
Art History323,ARHI323,
Art History325,ARHI325,
Art History327,ARHI327,
Art History331,ARHI331,
Art History333,ARHI333,
Art History340,ARHI340,
Art History343,ARHI343,
Art History357,ARHI357,
Art History359,ARHI359,
Art History365,ARHI365,
Art History367,ARHI367,
Art History371,ARHI371,
Art History389,ARHI389,
Art History411,ARHI411,
Art History425,ARHI425,6 units of Art History courses.
Art History431,ARHI431,
Art History471,ARHI471,6 units of courses labelled Art History at the 300 level or above.
Art History501,ARHI501,6 units in courses labelled Art History at the 300 level or above.   
Art History511,ARHI511,18 units in Art History at the 300 level or above and consent of the Department. 
Art History513,ARHI513,18 units in Art History at the 300 level or above and consent of the Department.
Art History613,ARHI613,18 units in Art History at the 300 level or above and consent of the Department. 
Art History615,ARHI615, Consent of the Department.
Art History617,ARHI617, Consent of the Department.
course_name,course_code,prerequisites
Arts501,ARTS501,Third-year standing. 
Arts502,ARTS502,Acceptance to a recognized academic internship or field placement program and approval of the Faculty of Arts. 
Arts503,ARTS503,Admission to the BA Multidisciplinary and completion of 75 units.
Arts601,ARTS601,"Admission to MA, MSc or PhD program in the Faculty of Arts."
course_name,course_code,prerequisites
Arts and Science Honours Academy220,ASHA220,
Arts and Science Honours Academy321,ASHA321,Arts and Science Honours Academy 220 and admission to the Arts and Science Honours Academy.
Arts and Science Honours Academy421,ASHA421,Arts and Science Honours Academy 321 and admission to the Arts and Science Honours Academy.
Arts and Science Honours Academy501,ASHA501,Arts and Science Honours Academy 421 and admission to the Arts and Science Honours Academy.
Arts and Science Honours Academy503,ASHA503,Arts and Science Honours Academy 501 and admission to the Arts and Science Honours Academy.
course_name,course_code,prerequisites
Astronomy207,ASTR207,
Astronomy209,ASTR209,
course_name,course_code,prerequisites
Astrophysics305,ASPH305,"One of Physics 211, 221, 227 or Engineering 202; and one of Mathematics 249, 265 or 275."
Astrophysics307,ASPH307,"Astrophysics 213 or 305; one of Physics 211, 221, 227 or Engineering 202; and one of Physics 255, 259 or 323.  "
Astrophysics401,ASPH401,"Physics 325, Mathematics 375; and one of Astrophysics 213 or 305."
Astrophysics403,ASPH403,Astrophysics 213 or 305; Physics 325 and Mathematics 375.
Astrophysics409,ASPH409,Mathematics 375 and Astrophysics 213 or 305. 
Astrophysics503,ASPH503,"Astrophysics 401, Physics 325, 343 and Mathematics 375. "
Astrophysics509,ASPH509,"Astrophysics 401, Physics 325, 343 and Mathematics 375. "
Astrophysics607,ASPH607,
Astrophysics611,ASPH611,
Astrophysics621,ASPH621,
course_name,course_code,prerequisites
Biochemistry341,BCEM341,Chemistry 351.
Biochemistry393,BCEM393,Chemistry 351; and Biology 311 or admission to the BHSc Honours program and Medical Sciences 341.
Biochemistry401,BCEM401,Biochemistry 393 and one of Chemistry 353 or 355.
Biochemistry403,BCEM403,Biochemistry 401 and 471.
Biochemistry431,BCEM431,"Biology 331, Biochemistry 393 and one of Chemistry 353 or 355."
Biochemistry443,BCEM443, One of Chemistry 353 or 355; and Biochemistry 341 or 393.
Biochemistry471,BCEM471,"Biochemistry 341 or 393; Chemistry 353 or 355; one of Mathematics 249, 251, 265, 275, 281, or Applied Mathematics 217 and one of Mathematics 253, 267, 277, 283, 211, 213, or Applied Mathematics 219; and Physics 211 or 221, and 223."
Biochemistry507,BCEM507,54 units and consent of the Department.
Biochemistry528,BCEM528,72 units and consent of the Department.
Biochemistry530,BCEM530,72 units and consent of the Department.
Biochemistry541,BCEM541,"Biochemistry 341 or 393; Chemistry 311, 321 and 351. "
Biochemistry543,BCEM543, Biochemistry 393 or 443.
Biochemistry547,BCEM547, Biochemistry 393 or 443.
Biochemistry551,BCEM551, One of Biochemistry 341 or 393; and one of Biochemistry 471 or Chemistry 371.
Biochemistry553,BCEM553,Biochemistry 341 or 393; and Biochemistry 471 or Chemistry 371.
Biochemistry555,BCEM555,Biochemistry 431 and 471 and one of 393 or 443.
Biochemistry561,BCEM561,Biochemistry 393.
Biochemistry575,BCEM575, Biochemistry 393 and one of Biochemistry 401 or 443.
Biochemistry577,BCEM577, One of Biochemistry 341 or 393 and one of Biochemistry 471 or Chemistry 371.
Biochemistry641,BCEM641,
Biochemistry731,BCEM731,
course_name,course_code,prerequisites
Biology202,BIOL202,
Biology205,BIOL205,
Biology241,BIOL241,Biology 30 and Chemistry 30.
Biology243,BIOL243,Biology 241.
Biology297,BIOL297,
Biology305,BIOL305,One of Biology 30 or 205 or 241.
Biology307,BIOL307,24 units.
Biology309,BIOL309,Biology 205 or 241. 
Biology311,BIOL311,Biology 241 and 243.
Biology313,BIOL313,Biology 241 and 243.
Biology315,BIOL315,Biology 241 and 243.
Biology331,BIOL331, Biology 311.
Biology371,BIOL371,Biology 241 and 243. 
Biology375,BIOL375,24 units.
Biology401,BIOL401,Biology 313 and 315.
Biology435,BIOL435,Biology 313 and 331.
Biology451,BIOL451, Biology 313.
Biology453,BIOL453,"Biology 313 and one of Botany 303, Biology 371 or Plant Biology 403."
Biology501,BIOL501, Biochemistry 393; one of Zoology 463 or Medical Science 404 and consent of the BHSc program.
Biology503,BIOL503,Biology 501 (Medical Science 501) and consent of the BHSc program.
Biology505,BIOL505,Biology 331 and Biochemistry 393.
Biology515,BIOL515,Biochemistry 393 and one of Biology 331 or Medical Science 351.
Biology520,BIOL520, Consent of the Department.
Biology530,BIOL530,72 units and consent of the Department.
Biology591,BIOL591,"One of Zoology 375, 401 or 435."
Biology601,BIOL601,
Biology607,BIOL607,
Biology609,BIOL609,Ecology 425 or consent of the Department.
Biology617,BIOL617,Consent of the Department.
Biology619,BIOL619,
Biology703,BIOL703,
course_name,course_code,prerequisites
Biomedical Engineering301,BMEN301,
Biomedical Engineering309,BMEN309,
Biomedical Engineering401,BMEN401,Biomedical Engineering 301.
Biomedical Engineering500,BMEN500,Fourth- or fifth-year standing in the Engineering program of choice.
Biomedical Engineering501,BMEN501,Fourth- or fifth-year standing in the Engineering program of choice.
Biomedical Engineering509,BMEN509,Fourth- or fifth-year standing in the Engineering program of choice.
Biomedical Engineering511,BMEN511,Fourth- or fifth-year standing in the Engineering program of choice.
Biomedical Engineering515,BMEN515, Mathematics 375 or Applied Mathematics 307.
Biomedical Engineering519,BMEN519, Consent of the BMES Director or designate.
Biomedical Engineering523,BMEN523,Engineering 349 and fourth-year standing in the Schulich School of Engineering.
Biomedical Engineering525,BMEN525,Engineering 317 and 349.
Biomedical Engineering585,BMEN585,Fourth- or fifth-year standing in the Engineering program of choice.
Biomedical Engineering600,BMEN600,
Biomedical Engineering602,BMEN602,
Biomedical Engineering604,BMEN604,
Biomedical Engineering605,BMEN605,
Biomedical Engineering607,BMEN607,
Biomedical Engineering609,BMEN609,
Biomedical Engineering619,BMEN619,
course_name,course_code,prerequisites
Biostatistics600,BIST600,
course_name,course_code,prerequisites
BotanyLBI,BOTALBI,
course_name,course_code,prerequisites
Business and Environment395,BSEN395,24 units.
Business and Environment401,BSEN401,Entrepreneurship and Innovation 201.
Business and Environment449,BSEN449,Admission to the Haskayne School of Business and 60 units.
Business and Environment517,BSEN517,Admission to the Haskayne School of Business and 60 units.
Business and Environment533,BSEN533,"60 units including Business and Environment 395, and either admission to the Haskayne School of Business or enrolment in the Management and Society Minor."
Business and Environment551,BSEN551,Admission to the Haskayne School of Business and 60 units.
Business and Environment555,BSEN555,Admission to the Haskayne School of Business and 54 units. 
Business and Environment559,BSEN559,"Admission to the Haskayne School of Business. For certain topics, consent of the Haskayne School of Business will also be required."
Business and Environment561,BSEN561,Admission to the Haskayne School of Business and 30 units.
Business and Environment595,BSEN595,Admission to the Haskayne School of Business and Business and Environment 395.
Business and Environment672,BSEN672,Admission to the Master of Management Program. 
Business and Environment674,BSEN674,Admission to the Master of Management Program. 
Business and Environment691,BSEN691,
Business and Environment719,BSEN719,Business and Environment 691.
Business and Environment749,BSEN749,
Business and Environment751,BSEN751,
Business and Environment753,BSEN753,
Business and Environment761,BSEN761,
Business and Environment777,BSEN777,
Business and Environment789,BSEN789,
Business and Environment793,BSEN793,"Organizational Behaviour and Human Resources 601, Operations Management 601, Business Technology Management 601, and Accounting 601."
Business and Environment797,BSEN797,Consent of the Haskayne School of Business.
course_name,course_code,prerequisites
Business Technology Management317,BTMA317,"Admission to the Haskayne School of Business, and either Management Studies 217 and Strategy and Global Management 217, or Business and Environment 291 and Computer Science 203."
Business Technology Management321,BTMA321,30 units.
Business Technology Management331,BTMA331,Admission to the Haskayne School of Business and Business Technology Management 317.
